Name,Tags/Lair,Environment,Source,Page,Reference,SRD,armor_type,str_mod,cr,dex_mod,damage_resistances,wis,vulnerabilities,wis_save,hp_average,passive_perception,actions,legnedary_actions,launguages,xp,size,cha_save,armor_class,dex_save,con_mod,senses,skills,con_save,speed,str,damage_immunities,wis_mod,reactions,int_mod,condition_immunities,cha,cha_mod,dex,con,int_save,alignment,int,type,hp_source,str_save,special_abilties
Giant Shark,,Underwater,MM,328.0,MM328,,Natural Armor,6.0,5,0.0,,10.0,,,126.0,13.0,"[{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""9"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""3d10 + 6"";""Damage Type"":""piercing""}]",,,1800.0,Huge,,13.0,,5.0,Blindsight 60 Ft.,Perception +3,,Swim 50 ft.,23.0,,0.0,,-5.0,,5.0,-3.0,11.0,21.0,,Unaligned,1.0,beast,11d12+55,,"[{""Name"":""Blood Frenzy"";""Desc"":""The shark has advantage on melee attack rolls against any creature that doesn't have all its hit points.""};{""Name"":""Water Breathing"";""Desc"":""The shark can breathe only underwater.""}]"
Gorgon,,Forest; Grassland; Hills,MM,171.0,MM171,Y,Natural Armor,5.0,5,0.0,,12.0,,,114.0,14.0,"[{""Name"":""Gore"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d12 + 5"";""Damage Type"":""piercing""};{""Name"":""Hooves"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d10 + 5"";""Damage Type"":""bludgeoning""};{""Name"":""Petrifying Breath (Recharge 5-6)"";""Desc"":""The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save; a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success; the effect ends on the target. On a failure; the target is petrified until freed by the greater restoration spell or other magic.""}]",,,1800.0,Large,,19.0,,4.0,Darkvision 60 Ft.,Perception +4,,40 ft.,20.0,Petrified,1.0,,-4.0,,7.0,-2.0,11.0,18.0,,Unaligned,2.0,monstrosity,12d10+48,,"[{""Name"":""Trampling Charge"";""Desc"":""If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn; that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone; the gorgon can make one attack with its hooves against it as a bonus action.""}]"
Half-Red Dragon Veteran,human,Any,MM,180.0,MM180,Y,plate,3.0,5,1.0,Fire,11.0,,,65.0,12.0,"[{""Name"":""Multiattack"";""Desc"":""The veteran makes two longsword attacks. If it has a shortsword drawn; it can also make a shortsword attack.""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d10 + 3"";""Damage Type"":""slashing"";""Desc"":""two handed""};{""Name"":""Longsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""slashing"";""Desc"":""one handed""};{""Name"":""Shortsword"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""5"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 3"";""Damage Type"":""piercing""};{""Name"":""Heavy Crossbow"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""3"";""Reach"":""100/400 ft."";""Target"":""one target"";""Damage"":""1d10 + 1"";""Damage Type"":""piercing""};{""Name"":""Fire Breath (Recharge 5\u20136)"";""Desc"":""The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw; taking 24 (7d6) fire damage on a failed save; or half as much damage on a successful one.""}]",,Common; Draconic,1800.0,Medium,,18.0,,2.0,Blindsight 10 ft.; Darkvision 60 ft.,Athletics +5; Perception +2,,30 ft.,16.0,,0.0,,0.0,,10.0,0.0,13.0,14.0,,Any,10.0,humanoid (human),65,,
Hill Giant,hill giant,Hills,MM,155.0,MM155,Y,Natural Armor,5.0,5,-1.0,,9.0,,,105.0,12.0,"[{""Name"":""Multiattack"";""Desc"":""The giant makes two greatclub attacks.""};{""Name"":""Greatclub"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""8"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""3d8 + 5"";""Damage Type"":""bludgeoning""};{""Name"":""Rock"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""8"";""Reach"":""60/240 ft."";""Target"":""one target"";""Damage"":""3d10 + 5"";""Damage Type"":""bludgeoning""}]",,Giant,1800.0,Huge,,13.0,,4.0,,Perception +2,,40 ft.,21.0,,-1.0,,-3.0,,6.0,-2.0,8.0,19.0,,Chaotic Evil,5.0,giant,10d12+40,,
Mezzoloth,yugoloth,Extraplanar (Lower Planes),MM,313.0,MM313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Night Hag,,Extraplanar (Lower Planes),MM,178.0,MM178,Y,Natural Armor,4.0,5,2.0,Cold; Fire; Bludgeoning; Piercing; And Slashing From Nonmagical Weapons That Aren't Silvered,14.0,,,112.0,16.0,"[{""Name"":""Claws (Hag Form Only)"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""slashing""};{""Name"":""Change Shape"";""Desc"":""The hag magically polymorphs into a Small or Medium female humanoid; or back into her true form. Her statistics are the same in each form. Any equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.""};{""Name"":""Etherealness"";""Desc"":""The hag magically enters the Ethereal Plane from the Material Plane; or vice versa. To do so; the hag must have a heartstone in her possession.""};{""Name"":""Nightmare Haunting (1/Day)"";""Desc"":""While on the Ethereal Plane; the hag magically touches a sleeping humanoid on the Material Plane. A protection from evil and good spell cast on the target prevents this contact; as does a magic circle. As long as the contact persists; the target has dreadful visions. If these visions last for at least 1 hour; the target gains no benefit from its rest; and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0; the target dies; and if the target was evil; its soul is trapped in the hag's soul bag. The reduction to the target's hit point maximum lasts until removed by the greater restoration spell or similar magic.""}]",,Abyssal; Common; Infernal; Primordial,1800.0,Medium,,17.0,,3.0,Darkvision 120 Ft.,Deception +7; Insight +6; Perception +6; Stealth +6,,30 ft.,18.0,,2.0,,3.0,Charmed,16.0,3.0,15.0,16.0,,Neutral Evil,16.0,fiend,15d8+45,,"[{""Name"":""Innate Spellcasting"";""Desc"":""The hag's innate spellcasting ability is Charisma (spell save DC 14; +6 to hit with spell attacks). She can innately cast the following spells; requiring no material components: <br><br>At will: detect magic; magic missile<br>2/day each: plane shift (self only); ray of enfeeblement; sleep""};{""Name"":""Magic Resistance"";""Desc"":""The hag has advantage on saving throws against spells and other magical effects.""};{""Name"":""Night Hag Items"";""Desc"":""A night hag carries two very rare magic items that she must craft for herself If either object is lost; the night hag will go to great lengths to retrieve it; as creating a new tool takes time and effort.<br>Heartstone: This lustrous black gem allows a night hag to become ethereal while it is in her possession. The touch of a heartstone also cures any disease. Crafting a heartstone takes 30 days.<br>Soul Bag: When an evil humanoid dies as a result of a night hag's Nightmare Haunting; the hag catches the soul in this black sack made of stitched flesh. A soul bag can hold only one evil soul at a time; and only the night hag who crafted the bag can catch a soul with it. Crafting a soul bag takes 7 days and a humanoid sacrifice (whose flesh is used to make the bag).""};{""Name"":""Hag Coven"";""Desc"":""When hags must work together; they form covens; in spite of their selfish natures. A coven is made up of hags of any type; all of whom are equals within the group. However; each of the hags continues to desire more personal power.<br>A coven consists of three hags so that any arguments between two hags can be settled by the third. If more than three hags ever come together; as might happen if two covens come into conflict; the result is usually chaos.""};{""Name"":""Shared Spellcasting (Coven Only)"";""Desc"":""While all three members of a hag coven are within 30 feet of one another; they can each cast the following spells from the wizard's spell list but must share the spell slots among themselves: <br><br> 1st level (4 slots): identify; ray of sickness<br> 2nd level (3 slots): hold person; locate object<br> 3rd level (3 slots): bestow curse; counterspell; lightning bolt<br> 4th level (3 slots): phantasmal killer; polymorph<br> 5th level (2 slots): contact other plane; scrying<br> 6th level (1 slot): eye bite<br><br>For casting these spells; each hag is a 12th-level spellcaster that uses Intelligence as her spellcasting ability. The spell save DC is 12+the hag's Intelligence modifier; and the spell attack bonus is 4+the hag's Intelligence modifier.""};{""Name"":""Hag Eye (Coven Only)"";""Desc"":""A hag coven can craft a magic item called a hag eye; which is made from a real eye coated in varnish and often fitted to a pendant or other wearable item. The hag eye is usually entrusted to a minion for safekeeping and transport. A hag in the coven can take an action to see what the hag eye sees if the hag eye is on the same plane of existence. A hag eye has AC 10; 1 hit point; and darkvision with a radius of 60 feet. If it is destroyed; each coven member takes 3d10 psychic damage and is blinded for 24 hours.<br>A hag coven can have only one hag eye at a time; and creating a new one requires all three members of the coven to perform a ritual. The ritual takes 1 hour; and the hags can't perform it while blinded. During the ritual; if the hags take any action other than performing the ritual; they must start over.""}]"
Otyugh,,Underdark,MM,248.0,MM248,Y,Natural Armor,3.0,5,0.0,,13.0,,,114.0,11.0,"[{""Name"":""Multiattack"";""Desc"":""The otyugh makes three attacks: one with its bite and two with its tentacles.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 3"";""Damage Type"":""piercing"";""Desc"":""If the target is a creature; it must succeed on a DC 15 Constitution saving throw against disease or become poisoned until the disease is cured. Every 24 hours that elapse; the target must repeat the saving throw; reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured""};{""Name"":""Tentacle"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""6"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""1d8 + 3"";""Damage Type"":""bludgeoning"";""Damage 2"":""1d8"";""Damage 2 Type"":""piercing"";""Desc"":""If the target is Medium or smaller; it is grappled (escape DC 13) and restrained until the grapple ends. The otyugh has two tentacles; each of which can grapple one target""};{""Name"":""Tentacle Slam"";""Desc"":""The otyugh slams creatures grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be stunned until the end of the otyugh's next turn. On a successful save; the target takes half the bludgeoning damage and isn't stunned.""}]",,Otyugh,1800.0,Large,,14.0,,4.0,Darkvision 120 Ft.,,7.0,30 ft.,16.0,,1.0,,-2.0,,6.0,-2.0,11.0,19.0,,Neutral,6.0,aberration,12d10+48,,"[{""Name"":""Limited Telepathy"";""Desc"":""The otyugh can magically transmit simple messages and images to any creature within 120 ft. of it that can understand a language. This form of telepathy doesn't allow the receiving creature to telepathically respond.""}]"
Red Slaad,,Extraplanar (Limbo),MM,276.0,MM276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenant,,Arctic; Desert; Forest; Hills; Swamp; Urban,MM,259.0,MM259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roper,,Underdark,MM,261.0,MM261,Y,Natural Armor,4.0,5,-1.0,,16.0,,,93.0,16.0,"[{""Name"":""Multiattack"";""Desc"":""The roper makes four attacks with its tendrils; uses Reel; and makes one attack with its bite.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""4d8 + 4"";""Damage Type"":""piercing""};{""Name"":""Tendril"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""50 ft."";""Target"":""one creature"";""Desc"":""The target is grappled (escape dc 15) Until the grapple ends; the target is restrained and has disadvantage on Strength checks and Strength saving throws; and the roper can't use the same tendril on another target""};{""Name"":""Reel"";""Desc"":""The roper pulls each creature grappled by it up to 25 ft. straight toward it.""}]",,,1800.0,Large,,20.0,,3.0,Darkvision 60 Ft.,Perception +6; Stealth +5,,10 ft.; climb 10 ft.,18.0,,3.0,,-2.0,,6.0,-2.0,8.0,17.0,,Neutral Evil,7.0,monstrosity,11d10+33,,"[{""Name"":""False Appearance"";""Desc"":""While the roper remains motionless; it is indistinguishable from a normal cave formation; such as a stalagmite.""};{""Name"":""Grasping Tendrils"";""Desc"":""The roper can have up to six tendrils at a time. Each tendril can be attacked (AC 20; 10 hit points; immunity to poison and psychic damage). Destroying a tendril deals no damage to the roper; which can extrude a replacement tendril on its next turn. A tendril can also be broken if a creature takes an action and succeeds on a DC 15 Strength check against it.""};{""Name"":""Spider Climb"";""Desc"":""The roper can climb difficult surfaces; including upside down on ceilings; without needing to make an ability check.""}]"
Sahuagin Baron,sahuagin,Coastal; Underwater,MM,264.0,MM264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salamander,,Underdark,MM,266.0,MM266,Y,Natural Armor,4.0,5,2.0,Bludgeoning; Piercing; And Slashing From Nonmagical Weapons,10.0,Cold,,90.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The salamander makes two attacks: one with its spear and one with its tail.""};{""Name"":""Spear"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""fire"";""Desc"":""two handed""};{""Name"":""Spear"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""fire""};{""Name"":""Spear"";""Type Attack"":""Weapon Attack"";""Type"":""Ranged"";""Hit Bonus"":""7"";""Reach"":""20/60 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""piercing"";""Damage 2"":""1d6"";""Damage 2 Type"":""fire""};{""Name"":""Tail"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""10 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""bludgeoning"";""Damage 2"":""2d6"";""Damage 2 Type"":""fire"";""Desc"":""The target is grappled (escape dc 14) Until this grapple ends; the target is restrained; the salamander can automatically hit the target with its tail; and the salamander can't make tail attacks against other targets""}]",,Ignan,1800.0,Large,,15.0,,2.0,Darkvision 60 Ft.,,,30 ft.,18.0,Fire,0.0,,0.0,,12.0,1.0,14.0,15.0,,Neutral Evil,11.0,elemental,12d10+24,,"[{""Name"":""Heated Body"";""Desc"":""A creature that touches the salamander or hits it with a melee attack while within 5 ft. of it takes 7 (2d6) fire damage.""};{""Name"":""Heated Weapons"";""Desc"":""Any metal melee weapon the salamander wields deals an extra 3 (1d6) fire damage on a hit (included in the attack).""}]"
Shambling Mound,,Forest; Swamp,MM,270.0,MM270,Y,Natural Armor,4.0,5,-1.0,Cold; Fire,10.0,,,136.0,10.0,"[{""Name"":""Multiattack"";""Desc"":""The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target; the target is grappled (escape DC 14); and the shambling mound uses its Engulf on it.""};{""Name"":""Slam"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d8 + 4"";""Damage Type"":""bludgeoning""};{""Name"":""Engulf"";""Desc"":""The shambling mound engulfs a Medium or smaller creature grappled by it. The engulfed target is blinded; restrained; and unable to breathe; and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves; the engulfed target moves with it. The mound can have only one creature engulfed at a time.""}]",,,1800.0,Large,,15.0,,3.0,Blindsight 60 Ft. (Blind Beyond This Radius),Stealth +2,,20 ft.; swim 20 ft.,18.0,Lightning,0.0,,-3.0,Blinded; Deafened; Exhaustion,5.0,-3.0,8.0,16.0,,Unaligned,5.0,plant,16d10+48,,"[{""Name"":""Lightning Absorption"";""Desc"":""Whenever the shambling mound is subjected to lightning damage; it takes no damage and regains a number of hit points equal to the lightning damage dealt.""}]"
Triceratops (Tri-horn),dinosaur/behemoth,Grassland,MM,80.0,MM80,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troll,,Arctic; Forest; Hills; Mountain; Swamp; Underdark,MM,291.0,MM291,Y,Natural Armor,4.0,5,1.0,,9.0,,,84.0,12.0,"[{""Name"":""Multiattack"";""Desc"":""The troll makes three attacks: one with its bite and two with its claws.""};{""Name"":""Bite"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""1d6 + 4"";""Damage Type"":""piercing""};{""Name"":""Claw"";""Type Attack"":""Weapon Attack"";""Type"":""Melee"";""Hit Bonus"":""7"";""Reach"":""5 ft."";""Target"":""one target"";""Damage"":""2d6 + 4"";""Damage Type"":""slashing""}]",,Giant,1800.0,Large,,15.0,,5.0,Darkvision 60 Ft.,Perception +2,,30 ft.,18.0,,-1.0,,-2.0,,7.0,-2.0,13.0,20.0,,Chaotic Evil,7.0,giant,8d10+40,,"[{""Name"":""Keen Smell"";""Desc"":""The troll has advantage on Wisdom (Perception) checks that rely on smell.""};{""Name"":""Regeneration"";""Desc"":""The troll regains 10 hit points at the start of its turn. If the troll takes acid or fire damage; this trait doesn't function at the start of the troll's next turn. The troll dies only if it starts its turn with 0 hit points and doesn't regenerate.""};{""Name"":""Variant: Loathsome Limbs"";""Desc"":""Whenever the troll takes at least 15 slashing damage at one time; roll a d20 to determine what else happens to it: <br>1-10: Nothing else happens.<br>11-14: One leg is severed from the troll if it has any legs left.<br>15- 18: One arm is severed from the troll if it has any arms left.<br>19-20: The troll is decapitated; but the troll dies only if it can't regenerate. If it dies; so does the severed head.<br>If the troll finishes a short or long rest without reattaching a severed limb or head; the part regrows. At that point; the severed part dies. Until then; a severed part acts on the troll's initiative and has its own action and movement. A severed part has AC 13; 10 hit points; and the troll's Regeneration trait.<br>A severed leg is unable to attack and has a speed of 5 feet.<br>A severed arm has a speed of 5 feet and can make one claw attack on its turn; with disadvantage on the attack roll unless the troll can see the arm and its target. Each time the troll loses an arm; it loses a claw attack.<br>If its head is severed; the troll loses its bite attack and its body is blinded unless the head can see it. The severed head has a speed of 0 feet and the troll's Keen Smell trait. It can make a bite attack but only against a target in its space.<br>The troll's speed is halved if it's missing a leg. If it loses both legs; it falls prone. If it has both arms; it can crawl. With only one arm; it can still crawl; but its speed is halved. With no arms or legs; its speed is 0; and it can't benefit from bonuses to speed.""}]"
